requested_principal,term_days,income_to_principal_ratio,credit_utilization_ratio,months_since_last_delinquency,purpose_encoding,applicant_age_years,monthly_income,employment_encoding,default
72611.96533391444,1380,0.8273489189458905,0.8431254080337811,116,1,60.22733821410725,5183.889854070266,3.0,0
25448.16382315417,780,1.0546693055068628,0.0459598043298459,61,3,37.83803330314479,2034.2048045882595,4.0,0
28728.788393562863,810,1.0261237848688072,0.5195471988300838,45,4,25.3074688525292,2685.755655473621,3.0,0
36012.35212877188,1170,1.9324374746018664,0.6088378853201486,63,1,47.870538945238266,5803.593909391259,4.0,0
15426.144892694998,240,1.5973182988713122,0.1961895173262112,3,4,23.349876200347733,2028.4110431760291,1.0,0
11049.230642157168,1770,1.4913431236662649,0.8867735298824968,62,1,40.50636314005706,1401.4807780771544,3.0,0
36464.31207760613,1590,0.7559819583533675,0.1881948140308912,3,1,18.0,2365.9935806738304,0.0,1
18177.837155239984,870,0.9711720025078288,0.8756698374930079,4,3,22.061767413218835,1319.9548014028103,3.0,1
50731.32860916451,1050,1.512649551567694,0.7553603666397048,66,3,40.36233483042948,6675.169697429564,1.0,1
33630.66603711631,930,1.2056631917779987,0.238335523988952,61,3,46.86159895994493,3169.6587677146017,3.0,1
62701.84741025105,1680,1.859136460414873,0.1492367246133326,118,1,40.05641937427965,10213.088911523815,4.0,1
52969.48499716531,1950,1.6676690629701094,0.3130703830843727,60,3,36.61222061134112,7931.123524841307,4.0,1
24458.94814158002,420,1.286860887364944,0.3939710606075719,117,1,34.386755652928535,2814.282126096387,1.0,0
62671.09540254728,1140,1.6494179730459244,0.2433268297339342,96,1,20.257736115590877,8722.777301693068,2.0,0
60650.18027601494,210,1.9204851885914656,0.988902633266879,40,5,29.3618694992635,9753.46795817941,4.0,1
29979.660858717823,1230,1.3031769896417646,0.2273558128771852,111,0,32.47233474848255,2976.685499614449,0.0,0
22692.115638872943,750,1.52103106546624,0.8223284787130284,57,2,50.68546671462699,3066.3581233577947,1.0,0
51663.4195421607,960,1.8523975380735545,0.157526569619568,71,2,42.12341947482154,7537.571372406715,3.0,0
11771.807545284271,1230,1.048409594443408,0.970442179023188,12,1,18.0,1027.657317451844,3.0,1
16193.252881920462,930,1.8138694963995337,0.2232682237002539,25,4,41.88900763273754,2320.975996784815,0.0,1
2041.126826698905,1080,0.8670536481275792,0.4174716692357563,62,2,33.3790126350042,134.5197728029252,4.0,0
59338.94174640717,1950,1.528137804705176,0.5529784261002274,32,4,29.87693599632849,7791.467545674764,1.0,0
50366.53795951436,2070,1.6894057860669411,0.1190828580045323,71,2,45.34011546609042,6332.359917200965,0.0,0
53329.65532903563,180,1.4875274631029112,0.8086518668043102,9,5,50.371994269951415,7005.274422847345,4.0,0
58883.58378011464,1050,1.3446417649830518,0.2719386773540215,30,4,49.17536142939439,6309.25070623623,1.0,0
35230.30950206799,2160,1.4908165199108232,0.5437772025856471,79,1,27.929389721328334,3851.7494965893857,3.0,0
43302.47790253769,1410,0.9319964505353336,0.5441374725863144,73,5,34.28945148978543,3372.129250363248,1.0,0
11775.079362382823,660,1.008684852396262,0.5966142458025272,118,5,41.97516117684277,882.1347653667909,2.0,1
9917.960404894047,1560,1.0738792127476104,0.0549311266590715,107,3,49.70654152546831,839.878646161062,1.0,0
50627.61769159967,510,1.4673352087560456,0.1669325742132522,97,0,32.24990914585652,6498.156583943969,2.0,0
36125.57115152024,210,1.2802812884940846,0.1595803204941305,0,3,35.772092280034194,3449.721156669414,1.0,0
43044.853826367376,1650,1.0433710109830074,0.2990307468216933,72,4,24.72398031192766,4047.451783232477,2.0,0
57727.41602007788,1380,1.809371198573496,0.1434650152897564,27,2,23.64552051103195,7667.670263598974,3.0,0
48151.79652004343,1950,1.198706208351868,0.9127021075665468,32,0,47.750309868730376,4517.722315826278,4.0,1
42188.08594836269,960,1.2852380630758695,0.5078249060061877,25,3,54.27488034284988,4779.722534842869,2.0,0
42601.7263147879,2160,1.2416412918587936,0.6173393962256576,54,4,37.13587854103599,4213.633495226345,2.0,1
23840.332207602,1140,0.9683315463321032,0.3539132936441396,14,1,50.04239477470429,1739.9697752809293,3.0,0
3765.1108407435454,1890,1.62795241851628,0.2734836796235724,63,2,42.33963230057161,493.6514043640688,2.0,0
33598.72810857864,390,1.2881499147226294,0.4981453985298908,19,0,30.258562944738507,3407.934745005477,0.0,0
17271.973452235397,390,0.7695085318712621,0.2913797450864853,60,4,42.33674726610096,1198.6767822482173,3.0,0
31526.85531376076,2010,1.9068164428317564,0.3402094664724666,75,5,56.45643879759163,4785.245252719399,0.0,0
64225.12588521021,2130,1.7289163339144964,0.4482233655281485,21,4,37.57008753068058,9894.982909973362,3.0,1
18694.552211102546,2370,1.6182712249101638,0.500676350312512,12,2,56.77572386976807,2758.176356093176,2.0,0
5785.251514146353,930,1.7929102446222347,0.9744708716640204,96,0,18.0,850.6402330875717,0.0,0
22181.716063616743,210,1.8381687043266604,0.2210893622803211,88,2,47.86283005250269,3732.1096290834366,2.0,0
23079.141195851247,2460,1.1549876476613263,0.4830964032338207,31,5,39.044564818858056,2155.93908245165,3.0,0
50150.86383242679,1560,1.4831504141000385,0.1480166220944455,106,0,34.41191179440959,6888.81441974146,2.0,0
42441.86319708396,750,1.480569371046713,0.3464992403808929,26,1,39.101129318426025,4720.344719941017,0.0,1
59116.51836932139,1950,1.0707596025727164,0.7101376115193402,111,5,18.0,5511.72979558193,0.0,1
50327.045214062986,2280,1.0163427017364806,0.1727175223229688,13,3,35.36393734594986,4256.132247414176,2.0,1
31369.434315845185,840,0.8866887057828265,0.5755377944745427,79,1,42.28535085814096,2255.4094627928607,1.0,0
61330.49827295355,1980,1.5411770350997434,0.4125340133323271,2,0,55.73472853689819,8127.644559988378,3.0,1
13772.509613216238,2010,1.6871027892369357,0.0510637489604282,23,2,31.78075738071623,2031.0382792761368,3.0,0
3169.337375338745,1350,1.6631435754204045,0.92374448906366,48,3,28.29807676528175,387.0046082956594,2.0,1
8118.517767009669,1650,1.1295304526219692,0.4094671088899575,10,5,31.978915476985563,703.094530803053,1.0,1
54593.4122688391,810,0.9963118205582426,0.7760872703936545,54,5,48.98482541242489,4764.432110434169,0.0,1
35447.976423476975,2340,1.294337014145546,0.4121503538444823,27,2,41.94501331591621,3976.149669668936,4.0,0
13353.475758969733,2460,1.4061761522886127,0.9279867183629968,11,2,31.642877554795533,1739.8009049276957,4.0,1
38326.79097009722,2460,1.8529045535622668,0.2875656310846085,115,5,44.15920919736027,6288.747055861556,2.0,0
12694.93954941788,1890,1.7997877851288648,0.4081083431908199,117,4,39.16493059217648,2110.003301610013,1.0,0
52679.5475682136,270,1.849269997562193,0.7512755978566935,115,1,49.623739886394674,8512.850241615883,1.0,0
34292.486254691255,1020,1.7703148621631757,0.3402306421280484,18,4,29.57536287347177,4813.842564363694,3.0,1
29505.060118091464,1200,1.907497445323573,0.3607135006218275,45,4,34.06805424082678,4245.861130752987,0.0,0
23661.138552368924,2400,1.3085999966028687,0.9848749416800812,39,1,33.29470216241411,2754.7692054498275,1.0,1
47825.7705942383,1440,0.8069681969197132,0.5500583804334485,39,5,20.437820622414577,3327.421865081036,4.0,1
28093.2268756742,1410,0.8502744385781739,0.6824866491334466,49,1,41.55344332477491,1774.730205353986,0.0,1
7942.269069733424,510,1.2183313701268117,0.6370276118120737,61,3,41.13266326615867,779.2757127219286,0.0,0
10173.433805857876,2010,1.0592245095275967,0.8196449056850065,58,2,38.06136147970953,996.4449128263728,2.0,0
72199.47834438932,960,0.9539287096332808,0.8532068484473255,35,4,35.18495439949824,5739.982164520178,1.0,0
68280.68076700912,390,1.8938445294103785,0.5576235711456065,117,5,21.01555109539503,10602.102875002727,2.0,0
52928.47433509009,2490,0.984503506092747,0.2916105142167353,117,2,32.95225612681569,4298.271706232809,1.0,0
21041.44216727469,600,1.901255126778277,0.0225722450992197,39,2,33.887425801678766,3100.838678261276,3.0,0
72734.46373505771,210,1.6630066083854484,0.6082592185536769,26,4,28.37267276934057,9762.206405604904,2.0,0
58738.19144148591,360,1.519134806550268,0.8172141449329634,63,5,36.06457146000789,7203.601455577232,2.0,0
54191.42890318618,1230,1.561222752107254,0.4460344074565429,44,5,42.84861028177446,6292.948546344043,4.0,0
34528.07040756847,420,1.1477691883909489,0.1630590790859556,118,4,60.63423081452636,3514.596747855988,2.0,0
21509.75479561919,2130,1.525712445669939,0.2852012522062845,51,4,40.09493375398207,2680.0057318196705,1.0,0
8584.735718282198,1350,0.9740305419375184,0.504889040216746,4,4,41.09060468867317,750.6962739480006,4.0,0
67841.27614597237,930,1.8752465190431755,0.8283144067878899,15,5,37.106649010806,11493.012344833076,2.0,1
34999.557302770416,180,1.1121520079527123,0.1700356146077364,8,0,18.0,3019.5240236942664,2.0,0
16373.707312449427,1290,1.0562238147522507,0.6060283769524191,45,3,37.6818334946094,1495.61799853854,3.0,0
23987.81187507296,510,1.603395357832989,0.74583492781104,37,0,38.72276251929232,3183.8402686115564,2.0,0
44072.63831722936,2460,1.5377384616794183,0.9266870451314748,102,3,67.55890534982343,6162.963688753474,0.0,1
14492.799546033531,840,1.2915587020119663,0.1155366547620708,106,2,35.69166842262653,1453.441414826984,4.0,0
64461.1498807896,1290,1.5089354816289435,0.9171277178229118,16,1,41.61856810800335,8451.552698379539,0.0,0
57251.185442887945,210,0.9413916861130274,0.5954528598227347,113,5,37.58345876353708,4607.463548055386,4.0,1
54380.52726239385,480,1.557993968882346,0.7590345715579632,70,4,23.975863548565616,6713.518055205899,3.0,0
33258.83842347012,660,1.0747328342342326,0.0532369624728699,36,3,51.71387377418024,2718.90773641344,2.0,0
47607.19979162957,300,1.0774031720117487,0.5010866740841892,48,5,47.02319639224129,4429.904253117063,2.0,0
44431.20071508607,1860,0.9446159219325416,0.6164033773399857,52,0,47.49238336451656,3697.81567762803,2.0,0
49263.72521427927,2370,1.1488525620433976,0.3037655014741118,20,3,27.08735054246313,4507.698522500812,4.0,0
7706.657603781848,2460,1.1475012723735938,0.4273337060202401,104,0,54.8335317312332,762.5662017951352,2.0,0
32061.84405953981,780,1.2950148140427231,0.5487551539268021,1,1,21.177787246492628,3372.9624433597887,0.0,1
4558.641778849097,2010,0.9785034055996192,0.54702246037525,8,1,45.04228512560324,390.7413529033624,2.0,0
37808.32521447214,1350,0.9816090433905196,0.0414429101527696,32,3,64.28546750971975,2869.4890618599925,3.0,0
25744.79910645972,270,1.400086285995874,0.4350869489131034,17,3,26.113564098431738,3285.0505421503303,0.0,0
12122.527881654449,390,0.90465288560457,0.2116799732443085,7,4,31.204427244766737,867.2617679412825,2.0,0
9100.118127607546,1440,1.5766764095866022,0.9075281273044964,46,2,39.19581638105169,1157.7218195561245,2.0,0
44691.87605506183,1170,1.882736551035116,0.9668141902221008,45,5,31.958292150605608,6268.249418454717,1.0,0
14038.583187461129,180,1.262154745997254,0.2966504273885484,15,2,19.39203882720641,1338.9007844978598,4.0,1
69496.32870069459,2340,1.831326375780812,0.1734335432785481,97,0,38.82275569767233,10646.246680479935,0.0,0
44207.99376797903,1860,0.8679799093510373,0.2173091094388596,105,0,25.25235543528674,3019.2804839885216,1.0,0
26994.930633310523,1350,0.8015491528507734,0.4729747327994242,86,0,43.68310916762218,1948.327819251687,3.0,0
44932.28862388413,2460,1.615642653016608,0.8657605431220465,62,2,26.96690918919436,5344.931470401536,4.0,1
3176.084520682766,2430,1.663225887577796,0.4950358527882632,113,2,56.59921286021047,427.4383413464364,0.0,0
71954.10217324622,2430,1.7616698891589015,0.0548381410981446,42,5,28.600960491965157,10150.9217293714,2.0,1
36949.30261530317,780,0.8181812140799777,0.0394867466860125,51,0,34.13526180553189,2228.6424793198084,0.0,0
59031.039202896034,2220,1.6822884659481965,0.22511703616662,1,1,47.76220660843604,7529.544308122426,2.0,1
7580.654994299235,1350,1.201846479355898,0.8343435648333345,84,5,23.229628202792536,743.4963017989201,4.0,1
37269.38731660479,1860,1.1140051592186384,0.6152657519597925,11,0,40.72951921524955,3453.9324742931035,2.0,1
37566.96408505729,2190,0.9576287056119565,0.5573282752484285,79,2,53.685713051389136,2929.069683413534,3.0,0
70430.24444066123,540,1.9452189061230325,0.3157798966568157,93,1,18.71020118526527,11501.624214147016,2.0,0
43522.01184964154,1200,0.8263963071826363,0.9201311509957254,26,3,40.21560630238765,3065.633423760487,3.0,1
36301.470977686105,480,1.742409617529599,0.3278664625125111,73,5,41.11859353098108,4651.036395609026,4.0,1
21122.71123725417,810,1.517393322588633,0.8265949685264172,36,1,47.381874461327726,2647.939030278152,4.0,0
25870.321304677585,1140,1.6320965331142403,0.8869444827961253,47,2,23.156591469463017,3909.977096357805,0.0,1
39769.421581658025,2160,1.6040605439061555,0.4785016630839753,63,2,22.15452064298869,5340.329025205974,3.0,0
33759.99233242093,2190,1.780121382087819,0.8853463767859352,29,4,44.263298787402775,5221.4684259694,3.0,1
3088.4878712042864,1080,0.97055048382733,0.2740352545171366,95,5,41.56381607879823,238.51556242353809,1.0,0
62232.4564282853,930,0.7509895402016225,0.651849091921443,47,0,41.00591420415052,4150.765123527425,1.0,1
67367.81673022285,1410,1.4682341868519195,0.0870841110391424,55,2,42.15737851396371,8782.547028763596,1.0,1
11808.308041397891,2310,1.1746303671880007,0.4691948719514699,97,4,29.83970334105811,1161.7741270109009,2.0,0
42221.65655012013,2460,0.8985447973405652,0.2151584841367644,27,0,40.78704436593204,3522.6848752805645,1.0,0
9480.3169734551,690,0.9733665049250866,0.0621356451512968,54,4,41.516869679584175,699.8781230397225,3.0,0
50909.64683842616,600,1.1480991749510674,0.0036882529968445,119,1,29.427782983683585,4306.09531666308,2.0,0
22170.68311216712,1830,0.8342800450640439,0.3215045952764003,47,3,60.38929413373708,1641.3198188856786,4.0,0
49967.56364985478,870,0.818295842554141,0.5836352885913952,13,5,43.68599505094145,3658.535178641933,0.0,1
54934.10415008587,630,1.849231505798933,0.4506780441746457,34,3,23.704358033568216,7693.858050491164,1.0,1
57995.59065594779,240,1.1245232992244354,0.2987516055343011,114,5,45.87864330360596,5129.021215488661,4.0,0
9418.959527758398,1110,1.9286768369683016,0.9812880304684886,91,3,26.303819957272143,1338.5599684000335,3.0,0
68826.87061761419,1080,1.90724040999648,0.930129789579881,97,1,47.44501524490943,10396.470697404746,0.0,0
18420.72833077374,1470,0.9210855387925364,0.1243967737691219,30,4,51.903146948088846,1506.610533287415,4.0,0
4249.822878949213,630,1.607909163475429,0.4109563524018098,100,3,28.15181217977948,571.8986998022613,0.0,0
42281.65650027402,1830,1.470965866952483,0.6423584646536747,47,1,49.56051355093186,4993.952618472182,1.0,0
28762.787863889247,1770,1.5787764877261845,0.7261558895546374,95,0,42.95337112323798,3667.681360517662,3.0,0
62489.54612023237,1260,0.8654292000173698,0.3627084333603955,105,3,47.86472191993388,3967.351135704817,0.0,0
60906.483196726185,600,0.9762720943614696,0.7388189946079942,24,3,60.76151579184737,4717.025908440307,4.0,1
24809.708622469578,1350,0.8419663937410578,0.1229085127815715,112,4,35.05534260796556,1801.932434848836,1.0,1
71538.10553762625,1740,1.4749610462604854,0.3284944990051276,75,0,28.955166027710124,9793.694499669264,1.0,1
22882.46110329872,1050,1.9339092910189093,0.709268843998346,87,3,27.32582684449372,3994.883918458389,4.0,0
39356.69899853102,780,1.5563814451895297,0.6194259623577714,90,4,28.210276580414742,4520.86838109012,4.0,0
20313.4341567188,1350,1.6029138420263154,0.8288381127130383,20,5,37.07477948703075,2972.9385234363344,0.0,1
70299.2023985988,990,1.9315020498519373,0.0463884524404835,89,5,42.09382369779973,12084.32536760472,2.0,1
13598.674592278334,1110,1.5636138650061553,0.172647800644818,25,1,41.32028959196023,1891.1561887725363,1.0,0
4800.93052533618,990,0.7982178871541644,0.0480096364492467,32,1,47.92619898843229,316.12968820529125,0.0,0
33479.63391022329,870,1.790406721027917,0.1901930820067192,13,3,38.15602270253488,4872.90446668719,4.0,0
74439.60395810402,1830,1.1876139484545556,0.0042399825266056,21,2,55.44240892588781,7018.65928026655,0.0,1
67038.27906973618,1230,0.7552363458176584,0.4991681986620776,117,1,34.82411800114453,3779.370239420125,4.0,0
56522.68943008577,1260,1.3586810130729847,0.5230312516125729,39,0,70.64202999907542,5982.281680118102,3.0,1
66973.24807957158,1680,1.8744180010515163,0.6513128635919349,46,0,45.50800817318007,9825.115194623944,4.0,1
67168.32801779294,1020,1.0587968246339798,0.381063322729033,57,2,27.71410932300461,5903.819686068531,4.0,1
39636.089488404,390,1.339815807663408,0.0031756137783321,85,4,25.14929002326665,4688.232601680997,4.0,0
24720.785309563285,2160,0.9585322653388688,0.6671522428635608,68,0,43.78966898291822,1962.2273218604005,2.0,0
58242.91376015762,300,0.8192312059997281,0.0537481768704334,64,0,35.31844657608979,3554.25719366207,4.0,0
50132.10284283044,1500,0.8466539360557358,0.8575087265095664,100,1,46.56800592910511,3925.6587533724446,1.0,0
28963.84307221769,780,1.6224130871536264,0.0224274478308579,59,5,43.67885149488254,4332.027157000574,1.0,0
8443.300102521373,660,1.7868893648905788,0.5251703720240661,92,5,37.12605304811753,1343.3247428186105,0.0,0
56389.03643415341,270,0.9219586071029892,0.8859687035616655,109,2,27.83847538317914,4843.229735686982,2.0,0
20790.847920330554,2280,1.0959822813725624,0.5667646800308923,81,0,19.821833303769623,1919.1385900107243,0.0,0
70355.76656423278,1170,0.9840353611737928,0.6023325790784907,4,0,32.641820575195744,6410.152951648547,1.0,1
19211.33726291783,960,0.7822269323117135,0.6747947398540316,31,5,48.27678553188167,1124.7491481978425,1.0,1
10522.708032244223,1890,1.4141176438643803,0.1211847592531623,74,2,40.56912492956245,1200.054582402029,3.0,0
62586.78140118061,270,1.589906604165177,0.6681778298024539,57,0,23.051134655456146,7745.730947397085,4.0,1
12766.397271900312,1500,1.5274529770620844,0.8715513331926871,34,5,40.078171110214186,1506.3804276795877,1.0,0
14676.220649593824,1320,1.2156642567626972,0.9644786245069632,40,3,42.62380855674604,1358.6084835108418,0.0,1
45554.635176782,1470,1.4160122951278864,0.4386214793647636,9,2,27.393710765586405,5533.421725855405,0.0,0
65780.31000155365,450,0.8629191679634696,0.3410598031607714,28,2,39.84470127134634,5049.631489687803,4.0,1
15937.947930021131,2400,0.9351644624672212,0.7457765194403538,93,1,38.698504621352,1265.390339476126,4.0,1
24308.789958156965,720,1.86815354346358,0.5374455452143614,1,5,24.284356426032524,3463.732854605514,3.0,0
58639.25561072655,1740,1.6638092973838765,0.2547316079104801,100,4,42.2934483241794,8737.471164765271,2.0,1
72929.2423154811,1920,1.8572869149902007,0.1704363061200059,40,1,44.72941431641881,11655.846692012174,0.0,0
38304.47718587216,960,1.8500163413992403,0.1685279975868162,96,4,50.996614918103326,5746.825424645255,4.0,0
12076.466437516932,480,1.5292711405292887,0.4545852662400905,30,1,50.64562462441884,1603.3334001071778,0.0,0
2524.317146552813,870,1.8638863777345984,0.1684231615594936,99,2,21.46796758451491,369.493560037688,4.0,0
18379.718204915865,2040,1.250044923698956,0.0195217545713709,68,4,26.74609952101853,1843.487140711784,1.0,0
11188.933007309295,2280,0.7543394937419291,0.0515678872199931,102,0,44.18042320650392,773.8282366723051,0.0,0
51307.91251054502,2370,0.8250853390153913,0.920585698513436,7,4,44.1654314109465,3350.4107077041945,1.0,1
10454.689090197038,690,0.8813847908409782,0.0722317277485344,95,1,44.18057223567257,762.3527386294227,0.0,0
38715.24997411652,1590,0.8644241438194323,0.0724488836751499,32,4,75.0,3049.9987633019696,2.0,0
52528.28901975216,510,1.1720428690203162,0.4466765610781971,43,2,44.850686128318,5386.219534925711,3.0,0
44212.07077773632,1830,1.5915249685312292,0.2426492795116822,5,0,51.62678768216719,5247.60985456501,1.0,1
16183.510397014235,1140,1.698778567920594,0.9530669136507728,114,4,49.448021161918426,2097.088408746106,4.0,0
60603.15267439631,1830,1.4582559292135495,0.9018759811028262,76,1,45.81669501566957,6494.686489600847,2.0,1
54082.42402676142,1770,0.9257234094683756,0.4006958161845544,117,5,34.216769064315855,4303.206777002761,0.0,1
55815.32428779232,2490,1.64748192257781,0.4442442042220966,68,5,47.10763064591921,7566.661285020441,1.0,0
11132.744739462523,1320,1.1757623029651187,0.3713625165448145,18,1,28.72609742554914,995.045560243848,0.0,0
10595.904568300328,960,0.7655920184061555,0.0374874554766969,40,3,35.15817671911989,750.3081774715081,0.0,0
69675.84749897831,1410,1.0867063446392993,0.2899183708621616,52,2,32.17563742605076,6354.680478529233,0.0,0
30721.99724613313,540,1.1467206649691737,0.1214467349158642,17,3,38.98248967263587,2753.936101852297,3.0,1
23619.72884589907,420,1.0790946422617234,0.1013466267149715,111,3,65.77590280008211,2124.301246274202,3.0,0
37410.9273333377,1380,1.7242441838251028,0.555252957207024,114,1,18.0,5607.194741655897,4.0,0
50220.51963812331,2100,1.6619116771129083,0.0977772091364266,67,3,46.23512228449416,6247.813310522056,1.0,1
71738.30939295229,1410,1.5846624364951696,0.1019020105573109,70,1,18.64740954572418,8961.179081980868,2.0,0
22553.797675831043,1980,0.9168060942147184,0.4757085776711551,84,5,32.3368176105268,1850.06692441386,2.0,1
69473.41955443399,570,1.7194006916475384,0.4378595414714124,81,5,51.0674071636084,9858.0243772374,2.0,0
3327.1726168898394,1230,1.5626111539959884,0.1362584372810456,7,0,38.77136022914555,438.09958319867513,0.0,0
42307.056111021615,1590,0.9838052237776702,0.0044045345607743,63,4,25.06706266484833,3412.565383868496,3.0,0
48097.17070855976,990,1.5277127163378197,0.1910446973501654,93,5,29.41635548888038,5452.949194749814,1.0,0
9283.459175680367,210,1.3302139692044173,0.2335333316402203,96,0,46.15517298721611,946.529223505828,0.0,0
11814.96038419758,330,1.2772200742274702,0.792245959172779,71,4,29.23560041939436,1241.0895164099024,3.0,1
32304.902469748333,2340,0.8845477961668666,0.9062839670219428,107,5,40.5975030749837,2215.0673444929084,3.0,0
72518.04554252386,1590,1.3719651310141985,0.40188495351309,70,1,38.54686207884576,7395.547356079184,1.0,0
45309.1276627264,780,0.8699181707668364,0.400976459235968,45,3,30.1807958287302,3555.5034226594503,1.0,0
70077.20678761552,780,0.94710406470512,0.705356470922268,53,4,63.72732907190391,6169.606166533928,1.0,1
60620.52729755335,270,0.9090555771297152,0.6206527955476421,82,2,45.60702826781613,4915.372701326746,0.0,1
35852.54771431393,2370,1.8949299348840087,0.182298784826475,106,1,18.0,6142.214758686928,4.0,0
59180.113520035775,420,1.091837628532668,0.1066122310729027,27,2,40.23745177723313,5051.146226330295,1.0,0
2811.0036223085986,1950,1.1762451883152092,0.4332357717485003,35,2,30.058562422779342,305.99640269226745,4.0,0
9522.083762281518,720,1.1364967275552431,0.5591800795311354,78,4,48.22920001755469,836.2217947879316,0.0,0
62463.00319388112,960,1.8279005342137724,0.1373205271272211,91,2,28.48975113880759,10545.53015942894,4.0,0
60066.05599189939,810,1.425559093601866,0.2903407584743601,47,2,36.62316270239721,7983.047577911806,2.0,0
18599.09453453288,2100,1.852991878719974,0.3028835664662691,77,5,44.05984734776548,3017.9337669401684,4.0,1
40511.56490903043,240,1.1099098869934747,0.2586852190139224,0,3,48.389062330041455,4179.700264961899,1.0,1
46042.1628214508,990,0.8878016093183387,0.4561536536288731,35,5,23.59644311533069,3463.209440637071,0.0,1
65278.81310253682,810,1.4174621432690095,0.6465329484765412,114,4,33.985985169908616,7265.860700167311,1.0,0
45828.37606439634,810,1.164644390148021,0.5042959847798324,69,5,32.30065626606853,4380.558093488911,2.0,0
31824.010341615503,630,1.712288200188898,0.1994419966248707,104,1,30.160049209115456,4642.956002937425,1.0,0
29002.52719042793,2310,1.8053080906939905,0.1019096565769257,26,5,59.18545088337317,3916.151927317741,1.0,0
32802.33334845297,1050,1.317088213088486,0.8136517582697134,34,5,42.85978053153147,3706.0105255764342,1.0,0
49416.9303801281,1140,1.91563082890261,0.4745116358906078,116,0,22.86939254797946,8799.726379237773,3.0,0
65260.56143379588,1080,1.4136156076132869,0.0615177922925384,119,2,49.014343364657314,7116.006879227212,2.0,0
34861.42083260803,2460,1.075104472063575,0.2555402846530624,105,2,63.4658743641516,3342.6331513983555,1.0,0
19716.207876924826,960,1.3367706184131294,0.7959934406003133,38,2,50.38958312661376,2411.3492818690074,1.0,0
18894.68368032221,960,0.7947723508835132,0.7442090615258145,96,4,19.76756040855184,1384.6754367213875,1.0,0
